_id,text,replies,retweets,location.latitude,location.longitude,sentimentScore.predominant,political
5f8244a219b7952e002889aa,"@realDonaldTrump @AlvaroUribeVel Uribe Vélez, el mismo que autorizaba licencias de vuelo a avionetas del narcotraficante Pablo Escobar para llenar de cocaína a los gringos.",0,0,1.2146286,-77.2782516,NEGATIVE,true
5f8244fc19b7952e002889ac,"Este tweet por donde se lo mire es aterrador; preocupante quienes apoyan y rinden homenaje a una máquina de matar comunista revolucionaria marxista, que fue gran responsable de la debacle cubana con su movimiento de reivindicación social",0,0,10.9799669,-74.8013085,NEUTRAL,true
5f8245c219b7952e002889ad,"Excelente que el fiscal no haga tierra arrasada! Valorará las pruebas testimoniales que recaudó la corte e hizo inferencias que condujeron a la detención de Uribe! Y de esa valoracion que hará el fiscal, con seguridad, saldrá la verdad sobre la manipulación de testigos!🙏",0,0,4.5655504,-74.0056583,MIXED,true
5f8246e319b7952e002889af,Justicia en colombia no hay lo que hay son una banda de delincuentes que dicen impartir justicia pero son togados arrodillados al narcoterrorismo igual que vos José Miguel Vivanco perro hijueputa que por plata de coca se lo chupas a las farc,0,0,3.5308373,-76.2988048,NEGATIVE,true
5f8246e419b7952e002889b1,"@albamarinamessa @ledamejia21 Uribe es un héroe para Trump.

Iván Cepeda le pedirá a Trump que le quite la visa a su heroe.

Ivan Cepeda terminara sin Visa y procesado en Estados Unidos de América",0,0,4.8704614500000005,-74.03632158198437,POSITIVE,true
5f8246e819b7952e002889b3,"@ALBAHO3 Mi amigo conocí el País antes y después de Uribe, votó desde 1998,Conozco gran parte del País y del mundo, soy victima de las farc, murieron muchos familiares ,sufrimos desplazamientos, creo q esto me da un poco de conocimiento y autoridad para opinar, tenga feliz noche.",0,0,4.79058655,-76.04349604695506,NEUTRAL,true
5f8247ff19b7952e002889b5,"El Uribismo sacando pecho porque Trump llamó ""héroe"" a Álvaro Uribe. Lo que les debería de dar es vergüenza. Como si Trump fuera ejemplo de algo 😂😂😂",0,0,6.2443382,-75.573553,NEGATIVE,true
5f82489519b7952e002889b7,@West01Santiago @fernandoposada_ La lucha es por un pais libre y democratico estamos callendo en una dictadura y @realDonaldTrump  es un honbre peligrosicimo como decia garzon de uribe @GustavoBolivar,0,0,10.4903807,-74.86683760095967,NEGATIVE,true
5f82497419b7952e002889b9,"@MafeCarrascal Eso vale mierda y media. Igual va a montar presidente 2022. Uribe no necesita ningún cargo. Su sola presencia asusta a la izquierda y genera fortaleza y esperanza al pueblo Colombiano. Pedorra mas bien vaya por vaselina, lo que le viene es veeeeerga.",0,0,10.9965589,-74.91624753341524,NEGATIVE,true
5f8249bf19b7952e002889ba,"@Der_EinsameWolf @MankitsuK @petrogustavo @ProgIntl_ES A pero sin argumentos!
Bien, de alguna maneras tienes que alimentar tu ego después de no servirte ningunos de mis argumentos de lo que es el progresismo!
Feliz noche, aprovecha que Uribe está líbre y lo visitas en el uberrimo!",0,0,4.5655504,-74.0056583,MIXED,true
5f824a6c19b7952e002889bb,"@CarlosHolmesTru @FuerzasMilCol @PoliciaColombia @FiscaliaCol Gracias al presiente Uribe, que ejerciendo sus derechos pudo dar la orden como primera autoridad del país que rescaten al señor. 

Pobre @IvanDuque ya no lo respeta ni el mismo partido",0,0,6.1701348,-75.587415,NEGATIVE,true
5f824a6d19b7952e002889bd,"@LAMATARIFE @AlvaroUribeVel Inauguración del
Alvaro Uribe Vélez way.

Libertad de
Alvaro Uribe Vélez.

Presidente de EE.UU.
""Héroe Álvaro Uribe Vélez""

Hoy es el dia internacional de Alvaro Uribe Vélez.

Hoy es el dia internacional del ¡¡ URIBISMO !!",0,0,4.8704614500000005,-74.03632158198437,NEUTRAL,true
5f824c6b19b7952e002889be,"@elmermontana Por el caso no existe proceso contra Uribe con Ley 906. La apelación contra la decisión de la juez de dejar en libertad a Uribe es improcedente. Que circo la admon de justicia en Colombia. Puras leguleyadas de tinterillos. Es más, ese proceso que le montaron a AUV no da para nada",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f8255e71d2d7c24a0a33f61,#LibreNoEsIgualAInocente el Matarife y sus abogados le hicieron el quite a la justicia con artimañas. Qué mayor humillación que renunciar a su curul en el #senadoverguenzanacional por el temor de enfrentar un juicio por obstrucción a la justicia y manipulación de testigos?,0,0,4.594612,-75.55556445605987,NEGATIVE,true
5f825ec31d2d7c24a0a33f63,"Esto solo pasa en Colombia🇨🇴:
1️⃣ Los colombianos🇨🇴 dan un No rotundo a la paz🕊️

2️⃣La ""justicia👩🏻‍⚖️"" hoy dejó en libertad a @AlvaroUribeVel un personaje que es un peligro☠️ para la sociedad.⚰️
@FiscaliaCol
#LibreNoEsIgualAInocente #libreperoNOinocente #FiscaliaDeBolsillo #Fiscalia https://t.co/tMTNA0sSqT",0,0,7.0625358,-73.0858228,NEUTRAL,true
5f8272521d2d7c24a0a33f65,"Ex presidente
Ex senador 
Ex presidiario 
https://t.co/A6oB84CObi Jueza ordena la libertad del expresidente Álvaro Uribe #ColombiaEnAlertaRoja #SOSColombiaDDHH #LibrePeroNOInocente #LibreNoEsIgualAInocente",0,0,5.0411209,-73.6066111388416,NEUTRAL,true
5f8273c51d2d7c24a0a33f67,"Colombia: jueza ordena la libertad del expresidente Álvaro Uribe Vélez https://t.co/lSbRjUDafn vía @France24_es 
Ex presidente 
Ex senador 
Ex presidiario #ColombiaEnAlertaRoja #SOSColombiaDDHH #LibreNoEsIgualAInocente #LibrePeroNOInocente",0,0,5.0411209,-73.6066111388416,NEUTRAL,true
5f8275151d2d7c24a0a33f68,"A que se dedicara una persona que renuncia al senado para quedar libre y el cual está vinculado a investigaciones por masacres? Me imagino que se dedicará ahora sí a mover bien los hilos del monigote, para volver una mierda este país que quiere tener paz. #LibreNoEsIgualAInocente",0,0,10.4650361,-73.2528426,NEGATIVE,true
5f8902ae6b649909c06b9998,"Sí es por plata, empezar por devolver los 14 millónes de pesos mensuales que los congresistas se están ROBANDO, por gastos de representación para NO ir al Congreso!!!
Ahi nos ahorramos algo así como 3000 mill al mes, mi querido senador @FNAraujoR???
#OjoConEl2022 #LaJEPSeRespeta",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f89176c926d7e18c45f5191,"Si no fuera tan claro el audio saldría a decir que es un montaje de las bodegas solo para hacerle matoneo por ser una periodista imparcial, jajajaja.",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f891a77926d7e18c45f5193,"#VickyEncubreAlNarcoGobierno #VickyEncubreAlNarcoGobierno #VickyEncubreAlNarcoGobierno
#VickyEncubreAlNarcoGobierno
#VickyEncubreAlNarcoGobierno #VickyEncubreAlNarcoGobierno
#VickyEncubreAlNarcoGobierno #VickyEncubreAlNarcoGobierno
#VickyEncubreAlNarcoGobierno",0,0,4.5655504,-74.0056583,NEUTRAL,true
5f891a79926d7e18c45f5195,Hay que ser muy uribista para creer que el narco-embajador Sanclemente no era el dueño del laboratorio de coca encontrado en su finca. Hay que ser muy uribista para considerar que ese no es un problema mayor. Hay que ser muy uribista para creer que Vicky Dávila es periodista.,0,0,6.2443382,-75.573553,NEGATIVE,true
5f891bef926d7e18c45f5199,"Pero en @NoticiasCaracol y @NoticiasRCN están hablando del debate para la presidencia de países extranjeros, gobierno hijueputa @IvanDuque marrano corrupto.",0,0,3.5308373,-76.2988048,NEGATIVE,true
5f892310926d7e18c45f519b,"Jajajajajaja o sea que los señores del gobierno @infopresidencia y todos los  del @CeDemocratico si sabían y se hicieron los maricas.
Veee, y según ellos que no tienen criminales en sus filas 🙄",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f89279f926d7e18c45f519d,La periodista @VickyDavilaH encubriendo a narcotraficantes y cuando Chaves le decia que colombia era un narcoestado se indignaba @CNNEE @dw_espanol @ActualidadRT @UniNoticias @France24_es @elpais_espana @nytimeses,0,0,3.5308373,-76.2988048,NEGATIVE,true
5f8929de926d7e18c45f519f,"Pillada @VickyDavilaH el prostiperiodismo encubriendo descaradamente al narcogobierno, ¿no le da aunque sea un poquito de vergüenza señora?
Narcouribismo criminal, de frente con Sanclemente!!!!!",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f8d100c496fec292c323e78,"#LoqueEsConUribeEsConmigo que peligro está tendencia, estos bandidos podría  picar a la gente, la van a desaparecer, los van a hacer aparecer como falsos positivos, los van asesinar etc.",0,0,4.431967650000001,-74.36869205199069,NEGATIVE,true
5f90fb3076abd31ed4a0f11d,"El Retén también se vistió con los colores del Cambio para acompañar a los millones de Colombianos que se unieron al #ParoNacional. La subregión centro se activó con palmas, globos, pancartas y voces cálidas por una mejor calidad de vida, educación, salud y trabajo para todos. https://t.co/mGjI9iG6T4",0,0,11.2422289,-74.2055606,POSITIVE,true
5f90fb4a76abd31ed4a0f122,@anateresabernal @FelicianoValen Nos han puesto a pensar mucho🤔 comprobado :es la minga guerrillera con esas boinas chavistas banderas del M-19 del ELN FARC con pancartas diciendo que quieren matar a Uribe por esoda las gracias? cambiaron de estrategia porque se les quemó el negocio    #LaFarcsaPazDeSantosFarc,0,0,4.5655504,-74.0056583,NEGATIVE,true
5f90fb7a76abd31ed4a0f129,"Con la Secretaría de Medio Ambiente, generamos estrategias de intervención para la recuperación del Camino Real del Cerro Tutelar #PanDeAzúcar https://t.co/YXWdxkJdeb",0,0,6.2443382,-75.573553,NEUTRAL,true
5f90fbaf76abd31ed4a0f12c,@LuchoJacobsen @mindefensa @infopresidencia @CarlosHolmesTru Pareciera que Holmrs Trujillo fuera el jefe de las bandas asesinas de los líderes sociales.,0,0,4.5655504,-74.0056583,NEGATIVE,true
5f90fbb376abd31ed4a0f12e,"¡ INSÓLITO ! La Corte Mamerto-fariana
judicializa al senador                                                     ERNESTO MACÍAS por la colocación de una placa conel nombre del exPte
ÁLVARO URIBE VELEZ,pero engaveta los procesos contra Gustavo Petro e Iván Cepeda 
SIN MÁS PALABRAS",0,0,2.9263127,-75.2891733,NEGATIVE,true
5f90fbe776abd31ed4a0f138,@manolitosalazar Sr. Manuel nocivo y solo la guerra le sirve???? Nunca nombre o me referí a guerra... Por favor. Se llama agradecimiento por cumplir una tarea. Lo nocivo es etiquetarme. Respaldo total a las instituciones. La guerra es contra estructuras criminales no contra personas.,0,0,4.5655504,-74.0056583,NEGATIVE,true
5f90fc1276abd31ed4a0f13a,"💓Está bien: Señalar a quienes producen, conciente o inconscientemente  violencia y exclusión (aún más si son/somos figuras públicas); y hacer respetar la diversidad en el mundo.
☣️ Está mal victimizarse para no hacerse cargo de las palabras.",0,0,5.0681104,-75.5173198,MIXED,true
5f90fcfb76abd31ed4a0f151,@MauricioGalin11 @CeciliaOrozcoT @elespectador Buenas noches amigo es la pura realidad lo que tu publicaste lamentablemente la política de nuestro país esta muy manipulada con clase politica de nuestro 🇨🇴🇨🇴,0,0,7.8971458,-72.5080387,NEGATIVE,true
5f90fd0176abd31ed4a0f155,"Triste realidad de la mayoría de negocios en Colombia, no conozco a la primera microempresa o desempleado qué hay recibido alguna ayuda del mentiroso de @IvanDuque",0,0,1.2146286,-77.2782516,NEGATIVE,true
5f90fd2d76abd31ed4a0f158,"@elespectador Estos bandidos se hicieron nombrar para delinquir, junto con el cartel de la toga. Acabaron con la poca credibilidad que tenían las Cortés.",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f90fd3276abd31ed4a0f15b,La corte también debería pedir la investigación de los entes de control que han dejado que esos antiéticos magistrados estén atornillados cuatro años después de haber sido su edad de jubilación.,0,0,4.8366479,-75.53224516873806,NEUTRAL,true
5f90fd3f76abd31ed4a0f161,"Yo no pienso que la paz sea de Santos tampoco que la Guerra y Colombia sea de Uribe. A la final no ponen dinero, ni a sus hijos al frente de la combates, tampoco los muertos o los mutilados . Si eres feliz en la Colombia que has vivido e felicito por su mezquindad. Buena suerte!",0,0,10.9799669,-74.8013085,POSITIVE,true
5f90fd8f76abd31ed4a0f17b,"El diálogo ciudadano permite comprender las diferentes dinámicas que confluyen en el territorio. 

Atendimos invitación de la comunidad  de la Vereda El Plan, con quienes hablamos sobre las problemáticas del sector y sus posibles soluciones. https://t.co/YuRSCdxKHF",0,0,9.3051504,-75.3832658,NEUTRAL,true
5f90fe1076abd31ed4a0f18a,"@gusgomez1701 ¡ Personas que le desean la muerte a un ser humano, NO merecen ser recibidas por nadie y mucho menos si vienen a pedir por la vida de ellos mismos !",0,0,6.2443382,-75.573553,NEGATIVE,true
5f90fe5b76abd31ed4a0f192,"No existieron, así como no existe presidente que se faje los pantalones y gobierne respetando los acuerdos de paz y garantizando la seguridad de todos los colombianos",0,0,1.2146286,-77.2782516,NEGATIVE,true
5f90fe6376abd31ed4a0f195,"Wah, nunca había podido ver como el coaching era tan cómplice del modelo neoliberal, ese mismo que ha causado tanta desigualdad, pobreza y crisis en las sociedades. Ya sabía que creencia de ""el que es pobre, pobre porque quiere"" es un argumento pobre y sin fundamento, pero wah.",0,0,4.4446595,-75.2430012,NEGATIVE,true
5f90fe6676abd31ed4a0f199,"cooperativismo del pueblo, todo sería más sencillo y nos ahorraríamos tantos problemas sociales. El coaching como cómplice de este modelo al introducir creencias como ""el que es pobre, es pobre porque quiere"" y la campaña del crecimiento personal (en esta no encuentro lío), pero",0,0,4.4446595,-75.2430012,NEGATIVE,true
5f90fe8576abd31ed4a0f1a2,"Gobierno nacional.
Este uno de acuerdo ó no con la minga, pero hay resaltar el comportamiento.
Sin vandalismo y un comportamiento digno de valorar, dieron ejemplo de cómo se hace la protesta, con respeto y dignidad.
APLAUSOS! Y ADMIRACIÓN.",0,0,4.5655504,-74.0056583,NEUTRAL,true
5f90fe8c76abd31ed4a0f1a4,"si en el financiero, porque dice ""es malo conformarse"". Hay que poner la vista holística del sistema en su conjunto, y no aseguro tener la verdad absoluta del mismo, pero ya me declaro en contra de él. Un modelo nefasto, que empeora las condiciones sociales, crece la desigualdad",0,0,4.4446595,-75.2430012,NEGATIVE,true
5f90fec576abd31ed4a0f1ab,"Más municipios de la Subregión del Río alzan su puño en protesta, sumando sus voces al gran #ParoNacional del #21DeOctubre. Fuerza Ciudadana desde El Piñón le apuesta a una mejor educación sin comprometer la salud de los jóvenes y los maestros. https://t.co/PMLE0IIFTA",0,0,11.2422289,-74.2055606,NEUTRAL,true
5f90feeb76abd31ed4a0f1b5,"@GuardiaIndigena Ustedes me tienen perplejo, jamás imaginé tanta dignidad en un grupo poblacional en Colombia. Ganaron y el gobierno perdió. Los felicito y me enorgullezco de ustedes",0,0,4.839737400000001,-75.67269689398901,POSITIVE,true
5f90ff7476abd31ed4a0f1c8,"CNN: Biden lidera intención de voto en Pensilvania, Michigan y Wisconsin, según resumen de encuestas.
https://t.co/c3ly1arvR6

a través de @GoogleNews",0,0,2.944282,-76.743659,NEUTRAL,true
5f90ff9476abd31ed4a0f1cd,@slondonouribe Que perdido estás ..el mismo cuento de gelatina !! Cuantos millones ha entregado el gobierno a los indígenas y que porcentaje se han robado ? Ud vió el prontuario delictivo de su Líder ? Quién los financió ?Tienen 220.000 ha sembradas de drogas ilicitas...NO JODÁS !! DIGNIDAD ??,0,0,4.8366479,-75.53224516873806,NEGATIVE,true
5f91000d76abd31ed4a0f1e2,"@JuanitaGoe @CeDemocratico @CamaraColombia menos mal que la Guardia Indígena es inteligente, muy inteligente y en su visita a la Capital no hizo más que recordarnos que ¡¡EL PUEBLO SI ES SUPERIOR A SUS DIRIGENTES!!",0,0,6.2443382,-75.573553,MIXED,true
5f91068ffd713d128423ed50,"60.0000 contra 10.000.000 que aprobamos su gestión.... y ojalá su candidatura a la Presidencia 😜😜😜😜😜😜😜😜😜
@CarlosHolmesTru 
#FirmesconCarlosHolmes",0,0,1.7554212,-75.60811976268113,NEUTRAL,true
5f9106c7fd713d128423ed57,"No hubo ESMAD pq no hubo vandalismo, q es una total y diferente perpectiva,al juego de palabras q ud usa, ESMAD hubo como siempre, pero no fué necesario utilizarlo pq se comportaron civilizadamente. Así q no pesqué en Río revuelto q el agua está bien clara.",0,0,10.9799669,-74.8013085,NEUTRAL,true
5f9106fefd713d128423ed62,"No lo hagas! Colombia requiere gente preparada, que no tengan el cerebro lavado de socialismo retrógrado y que enfrente a la izquierda radical, que no ha entendido que la Unión Soviética y el muro de Berlín cayeron, que los seres humanos no son iguales y que hay que estudiar!",0,0,10.9799669,-74.8013085,NEGATIVE,true
5f9107b7fd713d128423ed72,"@CMILANOTICIA Mientras los indígenas muestran ser civilizados x naturaleza ,quedan más en alto que los doctores diplomados en masacres ,violaciones y terrorismo de la izq.",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f9107b9fd713d128423ed74,"@MONYRODRIGUEZOF @AnimalesBOG @ProteccionPonal @ClaudiaLopez La decisión la tomó un inspector de policía de @GobiernoBTA. Los inspectores deben ser capacitados y sensibilizados, algunos de ellos deciden sin apego estricto al procedimiento y pueden vulnerar debido proceso. La decisión debe ser apelada",0,0,4.5655504,-74.0056583,NEUTRAL,true
5f9107e3fd713d128423ed76,"Gran ejemplo dejo #LaMinga a #Bogota y #Colombia se fueron y dejaron el #PalacioDeLosDeportes en optimas condiciones, sus marchas no tuvieron hechos de violencia.

Se llevaron la admiración de miles de colombianos! 

Bueno también se llevaron el silencio de Ivan Duque. https://t.co/N3eREMsPYu",0,0,4.5821279,-74.2197205,POSITIVE,true
5f910822fd713d128423ed81,"Y la minga le dió un gran mentís al gobierno, que decía estaba infiltrada por guerrilla y violencia; quedaron como un cieso  !  ...",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f91095ddba7820aacad1b5c,"@jflafaurie @Santi_ABASCAL @vox_es @PODEMOS Uds saben q el principal peligro para el establecimiento, es la hiriente e injusta desigualdad q se padece en este país. Por tanto hay q disfrazarla con un enemigo  inventado como el castrochavismo .Así se puede reprimir sin cuartel, a quien se atreve a denunciar esta inequidad.",0,0,7.1114611,-73.1172869,NEGATIVE,true
5f9109a2dba7820aacad1b62,"@GuardiaIndigena Gracias por enseñarnos, gracias por su civismo, gracias por su grandeza, por su dignidad, gracias por su valor, por sus principios, gracias por demostrar quienes son los ignorantes, los atrevidos, los cobardes, los infames, los violentos, los bandidos. Gracias hermanos mayores!",0,0,4.5655504,-74.0056583,POSITIVE,true
5f910a11dba7820aacad1b70,"Que les quede de ejemplo para las próximas marchas de Petro y su fanatizada. 
Lo de la guardia indígena es de admirar, me les quito el sombrero; es así como se hace país.",0,0,4.93617265,-74.03216403602623,NEGATIVE,true
5f910a73dba7820aacad1b80,"A esté hay qué decirle , cómo decían en MÍ PUEBLO CONVENCIÓN N dé Santander . Cuándo alguien decía una MENTIRA u los demás sabíamos. "" SÍ CÓMO NO MOÑITO "" . Yá té creímos , nos creé imbéciles EXEMBAJADOR Sanclemente ?.",0,0,7.8971458,-72.5080387,NEGATIVE,true
5f910abadba7820aacad1b84,La profanación de las tumbas ancestrales en el Cauca obligó a la minga a regresar para hacer respetar sus territorios. 🤣🤣🤣 https://t.co/2h8djC9DEC,0,0,2.9263127,-75.2891733,NEUTRAL,true
5f910b7edba7820aacad1b8c,@ELTIEMPO @CorteSupremaJ @CConstitucional @CJudicaturaEc y así los mamértos afirman q solo buscamos desprestigiárlas para salvar al presidente Álvaro Uribe Y este caso es prueba del alto grado de corrupción de esta izquierda enquistada por el TARTUFO y serviles,0,0,3.5308373,-76.2988048,NEGATIVE,true
5f910bdadba7820aacad1b92,"Dejaré mi Instagram por acá, si es mamerto bien pueda me puede seguir, deje el suyo si quiere. 

#AntiUribistaSigueAntiUribista https://t.co/cNQmQ1m2Yk",0,0,4.5655504,-74.0056583,NEUTRAL,true
5f910bfddba7820aacad1b94,Respetado señor @DeLaCalleHum la Providencia permita que usted nos lidere como presidente. Es necesario sanar a Colombia.,0,0,6.1724352,-75.6093254,POSITIVE,true
5f910c02dba7820aacad1b96,Sapos hijueputas. Para eso hay un fondo que utilizaron mal ladrones. Y va hasta 30 millones ni pida plata y dejé de ser hijuputa y petrozombi. Apague el bareto y puede al menos pararse y escribir bobo hijueputa,0,0,6.2443382,-75.573553,NEGATIVE,true
5f910c4ddba7820aacad1b9d,"@Henbertcito @LuisErnestoGL @Bogota Esta criatura exótica y una de las más salvajes y poco listas o empaticas en este hábitat es el Homo Uribestius. El Homo Uribestius habita en lo insólito, lo absurdo y lo deshonesto. Son bestias majestuosas que poco a poco desaparecen del proceso evolutivo humano.",0,0,4.5655504,-74.0056583,NEGATIVE,true
5f910cbcdba7820aacad1bad,"@DanielRMed @WilliamDuqueAr1 @JuanMontroya @angelamrobledo Si perdemos el  principio que se viola entonces,es el de la protección de la vida .El  principio fundamental.  La unión debe hacerse sobre programas y líneas rojas. De lo contrario no hacemos sino agitarnos y que  gane el uribismo una vez más.",0,0,7.1114611,-73.1172869,NEUTRAL,true
5f910d4ddba7820aacad1bbe,@RamiroBejaranoG @DefensoriaCol @IvanDuque Deje de criticar .porque usted cuado era del Das no hizo nada ..ni investigo la muerte de Alvaro Gomez Hurtado .y era el q mandaba el Das .,0,0,7.1114611,-73.1172869,NEGATIVE,true
5f910dd0dba7820aacad1bce,@VickyDavilaH @FLIP_org Ya era hora que esta prepago pagara por jetona y chismosa. Tanto daño que le hace al país con sus favorcitos politicos.,0,0,4.5655504,-74.0056583,NEGATIVE,true
5f910e5edba7820aacad1bd7,"@DOcampo76 @PoliciaCali @PoliciaColombia @JorgeIvanOspina @GuilleLondono @SoyCarlosRojas @SeguridadCali @DagmaOficial @UaespmCali @SECPAZYCC @guillelombana @AlcaldiaDeCali @DianaRojasCali @NataliaLassoCJL @ALEXAHERNANDEZC @RRZConcejalCali @Cali_Participa @elpaiscali @oscar_concha @pagope Siempre me he preguntado porque los habitantes de calle van armados y nunca la  Policía logra quitarse las?
Que podemos hacer para tener unas calles limpias?",0,0,10.4903807,-74.86683760095967,NEUTRAL,true
5f910e83dba7820aacad1bdb,"@DeLaCalleHum @FlondonoHoyos @FlondonoHoyos, le he admirado siempre su vasta cultura, producto de haber nacido entre oropeles;@DeLaCalleHum, ha sido un luchador e igualmente culto y entendió que sin acuerdo, a las FARC, nunca se les vencería porque no estaban vencidas. No se deje enceguecer por el odio.",0,0,6.2443382,-75.573553,POSITIVE,true
5f910ef6dba7820aacad1be1,"@Juanfher7 @DonReacio No es familiar de ningún político, es un lava perros santandereano que servía a los Aguilar y después se fue  a lamber con un senador, es un arribista venido a más que solo sirve a los políticos pa que le den trabajo.",0,0,10.59092785,-72.99240630315924,NEGATIVE,true
5f910f09dba7820aacad1be4,"ENTIENDAN @petrogustavo @GustavoBolivar @MirandaBogota marcha sin vándalos,no produce muertos, si se puede marchar sin milicianos. #APedirPerdonZurdos https://t.co/UeRx3PksKz",0,0,10.4195841,-75.5271224,NEUTRAL,true
5f910f0edba7820aacad1be6,"Y si, este pedazo de PETARDO, solo supo usar a los indígenas para lograr su objetivo, llegar a la presidencia, y como siempre, En el poder se olvida de ellos, los ignora y no los escucha... @IvanDuque Usted no es mi PRESIDENTE https://t.co/m2VRsvUDwu",0,0,10.4903807,-74.86683760095967,NEGATIVE,true
5f910f92dba7820aacad1bed,"@ClaudiaLopez felitaciones a la mingA,por su orden y buen comportamiento,a la Dra, Claudia López,por brindarles los recursos del palacio de los deportes,por su civismo,!! Atte,el Tunjo preSidente! https://t.co/pEvoiSN8w9",0,0,4.5655504,-74.0056583,POSITIVE,true
5f91116bdba7820aacad1c0a,"COLOMBIANOS. : """" ESTO """" ES LO QUE DESEAMOS COMO FUTURO PARA NUESTRA GENTE ?. "" ESTO "" ES LO QUE NOS TRAE EL PARTIDO COMUNISTA : EXPROPIACION, MISERIA , ABANDONO ,ENFER
MEDADES Y MUERTE !. COMUNISMO ES ,.¡ APOCALIPSIS Y HORROR !",0,0,4.5655504,-74.0056583,NEGATIVE,true
